word_count,char_count,avg_word_length,num_exclamations,num_uppercase_words,num_links,num_numbers,special_char_ratio,contains_free,contains_money,contains_click,spam_label
118,591,5.022437102373479,2,3,2,2,0.028611436953469238,0,0,0,0
391,2494,6.392668194472892,0,4,0,0,0.024557169823073984,0,0,0,0
308,1944,6.326185978859921,0,5,1,1,0.034088681173478644,0,0,0,0
235,1554,6.626043844344631,2,5,2,1,0.049720017068742794,0,0,0,0
124,515,4.167042466825523,1,0,2,0,0.0181645847515831,0,0,0,0
178,720,4.053153329339265,2,1,0,4,0.029893152412850156,0,0,0,0
282,1965,6.983489814862139,1,2,0,3,0.0184225536590372,0,0,1,0
399,1824,4.580922613125347,0,0,0,5,0.040720131786971814,0,0,0,0
294,1966,6.703029222408228,0,2,2,3,0.014400732967896528,0,0,0,0
379,1831,4.842893249423372,1,4,1,5,0.039200758759884595,0,0,0,0
298,1599,5.379135842084002,0,0,0,2,0.025510002409851844,1,0,0,0
119,695,5.852553314330154,1,3,1,5,0.023571819282324356,0,0,0,0
79,328,4.164744672885,1,4,2,4,0.045181243671099006,0,1,0,0
302,2037,6.758995081571575,1,1,0,5,0.021282555657800538,0,0,0,0
401,2032,5.321916291549078,19,24,7,11,0.10578929210499222,1,1,1,1
156,775,5.223810090070101,7,13,3,6,0.050225492498742336,1,1,0,1
163,770,4.7386578642956,0,0,1,4,0.01666241933235441,0,0,0,0
258,1776,7.23178114099433,12,25,5,8,0.052048180793751134,1,1,1,1
191,1098,5.762673871749285,2,2,1,3,0.045361337838796346,0,0,0,0
347,2008,5.799335167494394,1,5,2,0,0.030555942529404703,0,0,0,0
293,1255,4.292687549863358,0,4,1,0,0.024683410827203732,0,0,1,0
312,1356,4.567113119315655,6,8,7,18,0.09123667148398205,0,1,1,1
190,1000,5.274667335080802,2,1,1,3,0.01684554208303219,0,0,0,0
377,1535,4.080561507311502,0,1,0,3,0.04273225418021804,0,0,0,0
281,2027,7.57538337020306,12,26,6,10,0.06437422176350431,1,0,0,1
379,2307,6.1001612275563275,1,3,0,4,0.04590955886614496,0,0,0,0
335,2544,7.976709977133025,4,20,4,9,0.19265398295356428,1,1,0,1
164,947,5.788558869481003,0,0,1,5,0.02698685925333595,0,0,0,0
89,644,7.610329653674328,15,28,6,16,0.12410903143039657,1,1,0,1
314,1391,4.439361321826875,1,1,2,0,0.02752240158608521,1,0,0,0
314,1320,4.213381079195544,1,2,0,5,0.040866388454748014,0,1,0,0
344,1421,4.141580210499605,2,2,1,4,0.04962642531525704,1,0,0,0
451,2727,6.349830207243725,15,21,8,15,0.1263573384352162,1,1,1,1
78,438,5.908047837773833,19,25,3,12,0.17378632728148236,1,0,1,1
207,1113,5.388220583856807,0,1,0,5,0.047129416250055754,0,0,0,0
139,924,6.6629116617431094,1,2,2,0,0.022439279575697132,0,0,0,0
425,3197,7.900090416665107,10,19,6,14,0.11978375855372239,1,1,0,1
449,2906,6.798199357412939,4,8,7,14,0.12709410653518288,1,0,1,1
414,2803,7.112489336182261,19,5,8,19,0.18941696090474464,1,1,1,1
69,386,5.60725449396076,1,2,1,1,0.03204554578654542,0,0,0,0
170,1269,7.844214784143638,16,24,7,11,0.1873446497622866,0,0,1,1
50,337,7.095955130476723,3,18,2,10,0.16180008216548813,1,1,1,1
288,1569,5.460553523641328,2,1,0,0,0.030124911623641858,0,0,0,0
129,784,6.097357252786427,2,5,1,1,0.014627115804245978,0,0,0,0
188,1313,6.998013716597406,0,3,1,5,0.04472790349037603,0,0,0,0
530,4045,8.016637759233452,9,11,5,13,0.12042560483888771,1,0,1,1
525,4144,8.29003339283109,5,13,3,18,0.18323757885749475,1,1,0,1
183,1066,6.122175729198187,6,29,4,7,0.15854557829453642,1,1,1,1
25,192,8.090694234913318,19,20,3,14,0.06683950240639508,1,1,1,1
211,1463,6.949096214401197,2,5,1,3,0.029072905436236585,0,1,1,0
590,4177,7.435316109967811,11,23,2,12,0.1466415383443851,1,0,1,1
136,703,5.432277204593109,10,12,4,10,0.17577499226092747,1,1,1,1
294,1588,5.414046196446719,0,1,1,2,0.036034665288374804,1,0,0,0
265,1158,4.379109589744174,1,2,0,2,0.019496709247030834,0,0,1,0
365,1651,4.533978189019928,1,3,0,5,0.031032084914927913,0,0,0,0
443,2997,7.106163952124417,12,6,2,6,0.10963603822904869,0,1,1,1
146,643,4.413597687060526,0,0,2,4,0.04325468335608994,0,0,0,0
275,1456,5.308264620151919,2,5,0,5,0.039497211258042654,0,0,0,0
312,1763,5.662602813091967,1,4,1,2,0.015472426899445852,0,0,0,0
294,1414,4.819320106204408,0,0,1,0,0.027237279987420975,0,0,0,0
382,1859,4.876829188544938,2,0,1,2,0.011364579491374762,0,0,0,0
522,2240,4.506389386404161,8,23,3,6,0.09748446850869297,1,1,1,1
352,1522,4.542492596794341,19,13,5,10,0.10412457291609982,0,0,1,1
460,2679,6.116326702662256,6,17,6,18,0.1657697717829627,1,1,1,1
307,2105,6.872290250985261,2,4,0,0,0.011578857252508677,0,0,0,0
237,1234,5.220470795037946,1,0,2,0,0.03996882585792972,0,0,0,0
484,2866,6.219225528692345,16,25,7,14,0.06311975294457645,0,1,0,1
360,1505,4.190888482793027,0,3,0,2,0.042846575333885265,0,0,0,0
36,222,6.498097903942626,14,14,5,8,0.18517660215101361,1,1,1,1
343,1534,4.699253536140031,17,14,3,5,0.09206947077980701,1,1,0,1
286,1424,4.991129088731052,0,1,2,5,0.01564695320406571,0,0,1,0
267,1790,6.720007881722767,0,4,2,0,0.033082905472708646,0,0,0,0
392,2364,6.043762218990661,1,4,0,1,0.014720147261946905,0,0,0,0
